#Year	2007										
#Location	Oakland, CA, United States										
#Dates	April 21 - 25										
#Website	https://recomb.org/recomb2007										
#PC_Chair	Terry Speed										
#Organization_Committee	Sandrine Dudoit										
#Keynotes	Elizabeth H. Blackburn, Jennifer Marshall Graves, Yishi Jin, Jay D. Keasling, Harry F. Noller, Patrick O. Brown, Abby Dernburg, Aviv Regev										
#Proceedings_Type	LNCS										
#Proceedings_Volume	4453										
#Authors	RECOMB 2007 Paper Title (Original)	LNCS 4453 Pages	LNCS 4453 DOI	Preprint	Preprint DOI Prefix	Journal Name	Title in Journal Version	Journal Authors	Journal Volume, Issue, and Pages	Journal Publication Year	Journal Version DOI
Yanxin Shi, Fan Guo, Wei Wu, Eric P. Xing	GIMscan: A New Statistical Method for Analyzing Whole-Genome Array CGH Data	151-165	10.1007/978-3-540-71681-5_11	NONE		NONE	NA	NA	NA	NA	NA
Hiroyuki Kuwahara and Chris Myers	Production-Passage-Time Approximation: A New Approximation Method to Accelerate the Simulation Process of Enzymatic Reactions	166-180	10.1007/978-3-540-71681-5_12	NONE		Journal of Computational Biology	Production-Passage-Time Approximation: A New Approximation Method to Accelerate the Simulation Process of Enzymatic Reactions	Hiroyuki Kuwahara, Chris J. Myers	15(7): 779-792	2008	10.1089/cmb.2007.0135
Noah Zaitlen, Manuel Reyes-Gomez, David Heckerman, Nebojsa Jojic	Shift-Invariant Adaptive Double Threading: Learning MHC II - Peptide Binding	181-195	10.1007/978-3-540-71681-5_13	NONE		Journal of Computational Biology	Shift-Invariant Adaptive Double Threading: Learning MHC II–Peptide Binding	Noah Zaitlen, Manuel Reyes Gomez, David Heckerman, Nebojša Jojić	15(7): 927-942	2008	10.1089/cmb.2007.0183
Sean O'Rourke, Noah Zaitlen, Nebojsa Jojic, Eleazar Eskin	Reconstructing the Phylogeny of Mobile Elements	196-210	10.1007/978-3-540-71681-5_14	NONE		NONE	NA	NA	NA	NA	NA
Daniel H. Huson and Tobias H. Klöpper	Beyond Galled Trees Decomposition and Computation of Galled Networks	211-225	10.1007/978-3-540-71681-5_15	NONE		NONE	NA	NA	NA	NA	NA
Ydo Wexler and Dan Geiger	Variational Upper Bounds for Probabilistic Phylogenetic Models	226-237	10.1007/978-3-540-71681-5_16	NONE		Journal of Computational Biology	Variational Upper and Lower Bounds for Probabilistic Graphical Models	Ydo Wexler, Dan Geiger	15(7): 721-735	2008	10.1089/cmb.2007.0129
Mukul S. Bansal, J. Gordon Burleigh, Oliver Eulenstein, André Wehe	Heuristics for the Gene-Duplication Problem: A Θ(n) Speed-Up for the Local Search	238-252	10.1007/978-3-540-71681-5_17	NONE		NONE					
Chun-Nam John Yu, Thorsten Joachims, Ron Elber, Jaroslaw Pillardy	Support Vector Training of Protein Alignment Models	253-267	10.1007/978-3-540-71681-5_18	NONE		Journal of Computational Biology	Support Vector Training of Protein Alignment Models	Chun-Nam John Yu, Thorsten Joachims, Ron Elber, Jarosław Pillardy	15(7): 867-880	2008	10.1089/cmb.2007.0152
Xinyu Tang, Shawna Thomas, Lydia Tapia, Nancy M. Amato	Tools for Simulating and Analyzing RNA Folding Kinetics	268-282	10.1007/978-3-540-71681-5_19	NONE		NONE	NA	NA	NA	NA	NA
Yue Lu and Sing-Hoi Sze	Multiple Sequence Alignment Based on Profile Alignment of Intermediate Sequences	283-295	10.1007/978-3-540-71681-5_20	NONE		Journal of Computational Biology	Multiple Sequence Alignment Based on Profile Alignment of Intermediate Sequences	Yue Lu, Sing-Hoi Sze	15(7): 767-777	2008	10.1089/cmb.2007.0132
Joël Pradines, Vlado Dančík, Alan Ruttenberg, Victor Farutin	Connectedness Profiles in Protein Networks for the Analysis of Gene Expression Data	296-310	10.1007/978-3-540-71681-5_21	NONE		NONE	NA	NA	NA	NA	NA
Antonio Piccolboni	Multivariate Segmentation in the Analysis of Transcription Tiling Array Data	311-324	10.1007/978-3-540-71681-5_22	NONE		Journal of Computational Biology	Multivariate Segmentation in the Analysis of Transcription Tiling Array Data	Antonio Piccolboni	15(7): 845-856	2008	10.1089/cmb.2007.0141
Anitha Kannan, Andrew Emili, Brendan J. Frey	A Bayesian Model That Links Microarray mRNA Measurements to Mass Spectrometry Protein Measurements	325-338	10.1007/978-3-540-71681-5_23	NONE		NONE	NA	NA	NA	NA	NA
Michal Ozery-Flato and Ron Shamir	Rearrangements in Genomes with Centromeres Part I: Translocations	339-353	10.1007/978-3-540-71681-5_24	NONE		Journal of Computational Biology	Sorting Genomes with Centromeres by Translocations	Michal Ozery-Flato, Ron Shamir	15(7): 793-812	2008	10.1089/cmb.2007.0136
Erik Corona, Benjamin Raphael, Eleazar Eskin	Identification of Deletion Polymorphisms from Haplotypes	354-365	10.1007/978-3-540-71681-5_25	NONE		NONE	NA	NA	NA	NA	NA
Hetunandan Kamisetty, Eric P. Xing, Christopher J. Langmead	Free Energy Estimates of All-Atom Protein Structures Using Generalized Belief Propagation	366-380	10.1007/978-3-540-71681-5_26	NONE		Journal of Computational Biology	Free Energy Estimates of All-Atom Protein Structures Using Generalized Belief Propagation	Hetunandan Kamisetty, Eric P. Xing, Christopher J. Langmead	15(7): 755-766	2008	10.1089/cmb.2007.0131
Chen Yanover, Ora Schueler-Furman, Yair Weiss	Minimizing and Learning Energy Functions for Side-Chain Prediction	381-395	10.1007/978-3-540-71681-5_27	NONE		Journal of Computational Biology	Minimizing and Learning Energy Functions for Side-Chain Prediction	Chen Yanover, Ora Schueler‐Furman, Yair Weiss	15(7): 899-911	2008	10.1089/cmb.2007.0158
Anshul Nigham and David Hsu	Protein Conformational Flexibility Analysis with Noisy Data	396-411	10.1007/978-3-540-71681-5_28	NONE		Journal of Computational Biology	Protein Conformational Flexibility Analysis with Noisy Data	Anshul Nigham, David Hsu	15(7): 813-828	2008	10.1089/cmb.2007.0138
Yuval Inbar, Dina Schneidman-Duhovny, Oranit Dror, Ruth Nussinov, Haim J. Wolfson	Deterministic Pharmacophore Detection Via Multiple Flexible Alignment of Drug-Like Molecules	412-429	10.1007/978-3-540-71681-5_29	NONE		Journal of Computational Biology	Deterministic Pharmacophore Detection via Multiple Flexible Alignment of Drug-Like Molecules	Dina Schneidman‐Duhovny, Oranit Dror, Yuval Inbar, Ruth Nussinov, Haim J. Wolfson	15(7): 737-754	2008	10.1089/cmb.2007.0130
Anthony A. Philippakis, Aaron M. Qureshi, Michael F. Berger, Martha L. Bulyk	Design of Compact, Universal DNA Microarrays for Protein Binding Microarray Experiments 	430-443	10.1007/978-3-540-71681-5_30	NONE		Journal of Computational Biology	Design of Compact, Universal DNA Microarrays for Protein Binding Microarray Experiments	Anthony Philippakis, Aaron M. Qureshi, Michael F. Berger, Martha L. Bulyk	15(7): 655-665	2008	10.1089/cmb.2007.0114
Marshall Bern and David Goldberg	Improved Ranking Functions for Protein and Modification-Site Identifications	444-458	10.1007/978-3-540-71681-5_31	NONE		Journal of Computational Biology	Improved Ranking Functions for Protein and Modification-Site Identifications	Marshall Bern, David Theo Goldberg	15(7): 705-719	2008	10.1089/cmb.2007.0119
Aaron A. Klammer, Xianhua Yi, Michael J. MacCoss, William Stafford Noble	Peptide Retention Time Prediction Yields Improved Tandem Mass Spectrum Identification for Diverse Chromatography Conditions	459-472	10.1007/978-3-540-71681-5_32	NONE		Analytical Chemistry	Improving Tandem Mass Spectrum Identification Using Peptide Retention Time Prediction across Diverse Chromatography Conditions	Aaron A. Klammer, Xianhua Yi, Michael J. MacCoss, William Stafford Noble	79(16): 6111-6118	2007	10.1021/ac070262k
Ole Schulz-Trieglaff, Rene Hussong, Clemens Gröpl, Andreas Hildebrandt, Knut Reinert	A Fast and Accurate Algorithm for the Quantification of Peptides from Mass Spectrometry Data	473-487	10.1007/978-3-540-71681-5_33	NONE		Journal of Computational Biology	Computational Quantification of Peptides from LC-MS Data	Ole Schulz-Trieglaff, René Hussong, Clemens Gröpl, Andreas Leinenbach, Andreas Hildebrandt, Christian G. Huber, Knut Reinert	15(7): 685-704	2008	10.1089/cmb.2007.0117
Yufeng Wu	Association Mapping of Complex Diseases with Ancestral Recombination Graphs: Models and Efficient Algorithms	488-502	10.1007/978-3-540-71681-5_34	NONE		Journal of Computational Biology	Association Mapping of Complex Diseases with Ancestral Recombination Graphs: Models and Efficient Algorithms	Yufeng Wu	15(7): 667-684	2008	10.1089/cmb.2007.0116
Srinath Sridhar, Satish Rao, Eran Halperin	An Efficient and Accurate Graph-Based Approach to Detect Population Substructure	503-517	10.1007/978-3-540-71681-5_35	NONE		NONE	NA	NA	NA	NA	NA
Wah-Heng Lee and Wing-Kin Sung	RB-Finder: An Improved Distance-Based Sliding Window Method to Detect Recombination Breakpoints	518-532	10.1007/978-3-540-71681-5_36	NONE		Journal of Computational Biology	RB-Finder: An Improved Distance-Based Sliding Window Method to Detect Recombination Breakpoints	Wah-Heng Lee, Wing‐Kin Sung	15(7): 881-898	2008	10.1089/cmb.2007.0154
Cyrus L. Harmon, Parvez Ahammad, Ann Hammonds, Richard Weiszmann, Susan E. Celniker, S. Shankar Sastry, Gerald M. Rubin	Comparative Analysis of Spatial Patterns of Gene Expression in Drosophila melanogaster Imaginal Discs	533-548	10.1007/978-3-540-71681-5_37	NONE		NONE	NA	NA	NA	NA	NA
