#Year	2005										
#Location	Cambridge, MA, United States										
#Dates	May 14 - 18										
#Website	https://recomb.org/recomb2005										
#PC_Chair	Satoru Miyano										
#Organization_Committee	Jill P. Mesirov (co-chair), Simon Kasif (co-chair)										
#Keynotes	David Altshuler, Wolfgang Baumeister, James Collins, Charles DeLisi, Jonathan King, Eric Lander, Michael Levine, Susan Lindquist										
#Proceedings_Type	LNCS										
#Proceedings_Volume	3500										
#Authors	RECOMB 2005 Paper Title (Original)	LNCS 3500 Pages	LNCS 3500 DOI	Preprint	Preprint DOI Prefix	Journal Name	Title in Journal Version	Journal Authors	Journal Volume, Issue, and Pages	Journal Publication Year	Journal Version DOI
Vineet Bafna, Haixu Tang, Shaojie Zhang	Consensus Folding of Unaligned RNA Sequences Revisited	172-187	10.1007/11415770_13	NONE		Journal of Computational Biology	Consensus Folding of Unaligned RNA Sequences Revisited	Vineet Bafna, Haixu Tang, Shaojie Zhang	13(2): 283-295	2006	10.1089/cmb.2006.13.283
Kim R. Rasmussen, Jens Stoye, Eugene W. Myers	Efficient q-Gram Filters for Finding All ε-Matches over a Given Length	189-203	10.1007/11415770_15	NONE		Journal of Computational Biology	Efficient q-Gram Filters for Finding All ε-Matches over a Given Length	Kim R. Rasmussen, Jens Stoye, Eugene W. Myers	13(2): 296-308	2006	10.1089/cmb.2006.13.296
Sing-Hoi Sze, Yue Lu, Qingwu Yang	A Polynomial Time Solvable Formulation of Multiple Sequence Alignment	204-216	10.1007/11415770_16	NONE		Journal of Computational Biology	A Polynomial Time Solvable Formulation of Multiple Sequence Alignment	Sing-Hoi Sze, Yue Lu, Qingwu Yang	13(2): 309-319	2006	10.1089/cmb.2006.13.309
Dan Gusfield, Vikas Bansal	A Fundamental Decomposition Theory for Phylogenetic Networks and Incompatible Characters	217-232	10.1007/11415770_17	NONE		Journal of Computational Biology	A Decomposition Theory for Phylogenetic Networks and Incompatible Characters	Dan Gusfield, Vikas Bansal, Vineet Bafna, Yun S. Song	14(10): 1247-1272	2007	10.1089/cmb.2006.0137
Daniel H. Huson, Tobias Klöpper, Pete J. Lockhart, Mike A. Steel	Reconstruction of Reticulate Networks from Gene Trees	233-249	10.1007/11415770_18	NONE		NONE	NA	NA	NA	NA	NA
Dannie Durand, Bjarni V. Halldórsson, Benjamin Vernot	A Hybrid Micro-macroevolutionary Approach to Gene Tree Reconstruction	250-264	10.1007/11415770_19	NONE		Journal of Computational Biology	A Hybrid Micro–Macroevolutionary Approach to Gene Tree Reconstruction	Dannie Durand, Bjarni V. Halldórsson, Benjamin Vernot	13(2): 320-335	2006	10.1089/cmb.2006.13.320
Trinh N.D. Huynh, Jesper Jansson, Nguyen Bao Nguyen, Wing-Kin Sung	Constructing a Smallest Refining Galled Phylogenetic Network	265-280	10.1007/11415770_20	NONE		NONE	NA	NA	NA	NA	NA
David Burstein, Igor Ulitsky, Tamir Tuller, Benny Chor	Information Theoretic Approaches to Whole Genome Phylogenies	283-295	10.1007/11415770_22	NONE		NONE	NA	NA	NA	NA	NA
Benny Chor, Tamir Tuller	Maximum Likelihood of Evolutionary Trees Is Hard	296-310	10.1007/11415770_23	NONE		NONE					
Teresa Przytycka, George Davis, Nan Song, Dannie Durand	Graph Theoretical Insights into Evolution of Multidomain Proteins	311-325	10.1007/11415770_24	NONE		Journal of Computational Biology	Graph Theoretical Insights into Evolution of Multidomain Proteins	Teresa M. Przytycka, George B. Davis, Nan Song, Dannie Durand	13(2): 351-363	2006	10.1089/cmb.2006.13.351
Ari Frank, Stephen Tanner, Pavel Pevzner	Peptide Sequence Tags for Fast Database Search in Mass-Spectrometry	326-341	10.1007/11415770_25	NONE		Journal of Proteome Research	Peptide sequence tags for fast database search in mass-spectrometry	Ari Frank, Stephen Tanner, Vineet Bafna, Pavel Pevzner	4(4):1287-95	2005	10.1021/pr050011x
Yunhu Wan, Ting Chen	A Hidden Markov Model Based Scoring Function for Mass Spectrometry Database Search	342-356	10.1007/11415770_26	NONE		Analytical Chemistry	PepHMM: A Hidden Markov Model Based Scoring Function for Mass Spectrometry Database Search	Yunhu Wan, Austin J. Yang, Ting Chen	78(2): 432-437	2005	10.1021/ac051319a
Marshall Bern, David Goldberg	EigenMS: De Novo Analysis of Peptide Tandem Mass Spectra by Spectral Graph Partitioning	357-372	10.1007/11415770_27	NONE		Journal of Computational Biology	De Novo Analysis of Peptide Tandem Mass Spectra by Spectral Graph Partitioning	Marshall Bern, David Theo Goldberg	13(2): 364-378	2006	10.1089/cmb.2006.13.364
Samuel S. Gross, Michael R. Brent	Using Multiple Alignments to Improve Gene Prediction	374-388	10.1007/11415770_29	NONE		Journal of Computational Biology	Using Multiple Alignments to Improve Gene Prediction	Samuel S. Gross, Michael R. Brent	13(2): 379-393	2006	10.1089/cmb.2006.13.379
S. Sonnenburg, G. Rätsch, C. Schäfer	Learning Interpretable SVMs for Biological Sequence Classification	389-407	10.1007/11415770_30	NONE		BMC Bioinformatics	Learning Interpretable SVMs for Biological Sequence Classification	Gunnar Rätsch, Sören Sonnenburg, Christin Schäfer	7: S9	2006	10.1186/1471-2105-7-s1-s9
Yan Liu, Jaime Carbonell, Peter Weigele, Vanathi Gopalakrishnan	Segmentation Conditional Random Fields (SCRFs): A New Approach for Protein Fold Recognition	408-422	10.1007/11415770_31	NONE		Journal of Computational Biology	Protein Fold Recognition Using Segmentation Conditional Random Fields (SCRFs)	Yan Liu, Jaime G. Carbonell, Peter Weigele, Vanathi Gopalakrishnan	13(2): 394-406	2006	10.1089/cmb.2006.13.394
Jinbo Xu	Rapid Protein Side-Chain Packing via Tree Decomposition	423-439	10.1007/11415770_32	NONE		NONE	NA	NA	NA	NA	NA
Maxim Shatsky, Alexandra Shulman-Peleg, Ruth Nussinov, Haim J. Wolfson	Recognition of Binding Patterns Common to a Set of Protein Structures	440-455	10.1007/11415770_33	NONE		NONE	NA	NA	NA	NA	NA
Chen Yanover, Tomer Hertz	Predicting Protein-Peptide Binding Affinity by Learning Peptide-Peptide Distance Functions	456-471	10.1007/11415770_34	NONE		BMC Bioinformatics	PepDist: A New Framework for Protein-Peptide Binding Prediction based on Learning Peptide Distance Functions	Tomer Hertz, Chen Yanover	7: S3	2006	10.1186/1471-2105-7-s1-s3
Nicholas Chia, Ralf Bundschuh	A Practical Approach to Significance Assessment in Alignment with Gaps	474-488	10.1007/11415770_36	NONE		Journal of Computational Biology	A Practical Approach to Significance Assessment in Alignment with Gaps	Nicholas Chia, Ralf Bundschuh	13(2): 429-441	2006	10.1089/cmb.2006.13.429
Anton Valouev, Lei Li, Yu-Chi Liu, David C. Schwartz, Yi Yang, Yu Zhang, Michael S. Waterman	Alignment of Optical Maps	489-504	10.1007/11415770_37	NONE		Journal of Computational Biology	Alignment of Optical Maps	Anton Valouev, Lei Li, Yu‐Chi Liu, David C. Schwartz, Yi Yang, Yu Zhang, Michael S. Waterman	13(2): 442-462	2006	10.1089/cmb.2006.13.442
Chen-Hsiang Yeang, Tommi Jaakkola	Modeling the Combinatorial Functions of Multiple Transcription Factors	506-521	10.1007/11415770_39	NONE		Journal of Computational Biology	Modeling the Combinatorial Functions of Multiple Transcription Factors	Chen‐Hsiang Yeang, Tommi Jaakkola	13(2): 463-480	2006	10.1089/cmb.2006.13.463
Tommy Kaplan, Nir Friedman, Hanah Margalit	Predicting Transcription Factor Binding Sites Using Structural Knowledge	522-537	10.1007/11415770_40	NONE		NONE	NA	NA	NA	NA	NA
Manuel Middendorf, Anshul Kundaje, Mihir Shah, Yoav Freund, Chris H. Wiggins, Christina Leslie	Motif Discovery Through Predictive Modeling of Gene Regulation	538-552	10.1007/11415770_41	NONE		NONE	NA	NA	NA	NA	NA
Eran Halperin, Elad Hazan	HAPLOFREQ Estimating Haplotype Frequencies Efficiently	553-568	10.1007/11415770_42	NONE		Journal of Computational Biology	HAPLOFREQ—Estimating Haplotype Frequencies Efficiently	Eran Halperin, Elad Hazan	13(2): 481-500	2006	10.1089/cmb.2006.13.481
Vineet Bafna, Vikas Bansal	Improved Recombination Lower Bounds for Haplotype Data	569-584	10.1007/11415770_43	NONE		NONE	NA	NA	NA	NA	NA
Zhihong Ding, Vladimir Filkov, Dan Gusfield	A Linear-Time Algorithm for the Perfect Phylogeny Haplotyping (PPH) Problem	585-600	10.1007/11415770_44	NONE		Journal of Computational Biology	A Linear-Time Algorithm for the Perfect Phylogeny Haplotyping (PPH) Problem	Zhihong Ding, Vladimir Filkov, Dan Gusfield	13(2): 522-553	2006	10.1089/cmb.2006.13.522
David Sankoff, Matthew Mazowita	Stability of Rearrangement Measures in the Comparison of Genome Sequences	603-614	10.1007/11415770_46	NONE		Journal of Computational Biology	Stability of Rearrangement Measures in the Comparison of Genome Sequences	Matthew Mazowita, Lani Haque, David Sankoff	13(2): 554-566	2006	10.1089/cmb.2006.13.554
Anne Bergeron, Julia Mixtacki, Jens Stoye	On Sorting by Translocations	615-630	10.1007/11415770_47	NONE		Journal of Computational Biology	On Sorting by Translocations	Anne Bergeron, Julia Mixtacki, Jens Stoye	13(2): 567-578	2006	10.1089/cmb.2006.13.567
