Yu Lin, Yantao Qiao, Shiwei Sun, Chungong Yu, Gongjin Dong, Dongbo Bu	A Fragmentation Event Model for Peptide Identification by Mass Spectrometry	154-166	10.1007/978-3-540-78839-3_14							
Yong Fuga Li, Randy J. Arnold, Yixue Li, Predrag Radivojac, Quanhu Sheng, Haixu Tang	A Bayesian Approach to Protein Inference Problem in Shotgun Proteomics	167-180	10.1007/978-3-540-78839-3_15							
Nuno Bandeira, Julio Ng, Dario Meluzzi, Roger G. Linington, Pieter Dorrestein, Pavel A. Pevzner	De Novo Sequencing of Nonribosomal Peptides	181-195	10.1007/978-3-540-78839-3_16							
Mustafa Kirac and Gultekin Ozsoyoglu	Protein Function Prediction Based on Patterns in Biological Networks	197-213	10.1007/978-3-540-78839-3_18							
Jason Flannick, Antal Novak, Chuong B. Do, Balaji S. Srinivasan, Serafim Batzoglou	Automatic Parameter Learning for Multiple Network Alignment	214-231	10.1007/978-3-540-78839-3_19							
Michael R. Mehan, Juan Nunez-Iglesias, Mrinal Kalakrishnan, Michael S. Waterman, Xianghong Jasmine Zhou	An Integrative Network Approach to Map the Transcriptome to the Phenome	232-245	10.1007/978-3-540-78839-3_20							
Maxim Kalaev, Vineet Bafna, Roded Sharan	Fast and Accurate Alignment of Multiple Protein Networks	246-256	10.1007/978-3-540-78839-3_21							
Michael Baym, Chris Bakal, Norbert Perrimon, Bonnie Berger	High-Resolution Modeling of Cellular Signaling Networks	257-271	10.1007/978-3-540-78839-3_22							
J. Gordon Burleigh, Mukul S. Bansal, Andre Wehe, Oliver Eulenstein	Locating Multiple Gene Duplications through Reconciled Trees	273-284	10.1007/978-3-540-78839-3_24							
Jing Zhang, Xin Gao, Jinbo Xu, Ming Li	Rapid and Accurate Protein Side Chain Prediction with Local Backbone Information	285-299	10.1007/978-3-540-78839-3_25							
Wei Zheng, Alan M. Friedman, Chris Bailey-Kellogg	Algorithms for Joint Optimization of Stability and Diversity in Planning Combinatorial Libraries of Chimeric Proteins	300-314	10.1007/978-3-540-78839-3_26							
Christophe Dessimoz, Daniel Margadant, Gaston H. Gonnet	DLIGHT Lateral Gene Transfer Detection Using Pairwise Evolutionary Distances in a Statistical Framework	315-330	10.1007/978-3-540-78839-3_27							
Sebastian Böcker, Katharina Jahn, Julia Mixtacki, Jens Stoye	Computation of Median Gene Clusters	331-345	10.1007/978-3-540-78839-3_28							
Igor Ulitsky, Richard M. Karp, Ron Shamir	Detecting Disease-Specific Dysregulated Pathways Via Analysis of Clinical Expression Profiles	347-359	10.1007/978-3-540-78839-3_30							
Delbert Dueck, Brendan J. Frey, Nebojsa Jojic, Vladimir Jojic, Guri Giaever, Andrew Emili, Gabe Musso, Robert Hegele	Constructing Treatment Portfolios Using Affinity Propagation	360-371	10.1007/978-3-540-78839-3_31							
Michael Sammeth, Gabriel Valiente, Roderic Guigó	Bubbles: Alternative Splicing Events of Arbitrary Dimension in Splicing Graphs	372-395	10.1007/978-3-540-78839-3_32							
Bin Ma and Xiaoming Sun	More Efficient Algorithms for Closest String and Substring Problems	396-409	10.1007/978-3-540-78839-3_33							
Oliver Stegle, Anitha Kannan, Richard Durbin, John Winn	Accounting for Non-genetic Factors Improves the Power of eQTL Studies	411-422	10.1007/978-3-540-78839-3_35							
Andreas Sundquist, Eugene Fratkin, Chuong B. Do, Serafim Batzoglou	Effects of Genetic Divergence in Identifying Ancestral Origin Using HAPAA	423-423	10.1007/978-3-540-78839-3_36							
Sriram Sankararaman, Gad Kimmel, Eran Halperin, Michael I. Jordan	On the Inference of Ancestries in Admixed Populations	424-433	10.1007/978-3-540-78839-3_37							
Eleazar Eskin	Increasing Power in Association Studies by Using Linkage Disequilibrium Structure and Molecular Function as Prior Information	434-434	10.1007/978-3-540-78839-3_38							
Sivan Bercovici, Dan Geiger, Liran Shlush, Karl Skorecki, Alan Templeton	Panel Construction for Mapping in Admixed Populations Via Expected Mutual Information	435-449	10.1007/978-3-540-78839-3_39							
Leo van Iersel, Judith Keijsper, Steven Kelk, Leen Stougie, Ferry Hagen, Teun Boekhout	Constructing Level-2 Phylogenetic Networks from Triplets	450-462	10.1007/978-3-540-78839-3_40							
Rune B. Lyngsø, Yun S. Song, Jotun Hein	Accurate Computation of Likelihoods in the Coalescent with Recombination Via Parsimony	463-478	10.1007/978-3-540-78839-3_41							
										
										
										
										
										
										
										
Keynotes										
Temple F. Smith	Computational Biology: Its Challenges Past, Present, and Future (Keynote)	1-2	10.1007/978-3-540-78839-3_1							
Howard Cedar	Orchestration of DNA Methylation (Keynote)	65-65	10.1007/978-3-540-78839-3_6							
Edison Liu	Transcriptional Regulation and Cancer Genomics (Keynote)	127-127	10.1007/978-3-540-78839-3_11							
Sang Yup Lee	Systems Metabolic Engineering (Keynote)	196-196	10.1007/978-3-540-78839-3_17							
Sang Yup Lee	Systems Metabolic Engineering (Keynote)	196-196	10.1007/978-3-540-78839-3_17							
Andrei Lupas	At the Origin of Life: How Did Folded Proteins Evolve? (Keynote)	272-272	10.1007/978-3-540-78839-3_23							
Suzanne Cory	BCL-2: From Translocation to Therapy (Keynote)	346-346	10.1007/978-3-540-78839-3_29							
Denis Smirnov and Vivian G. Cheung	Disruption of a Transcriptional Regulatory Pathway Contributes to Phenotypes in Carriers of Ataxia Telangiectasia (Keynote)	410-410	10.1007/978-3-540-78839-3_34							
