Joe Nadeau	Fractal and Transgenerational Genetic Effects on Phenotypic Variation and Disease Risk (Invited Talk)	282-282	10.1007/978-3-642-20036-6_25							
Daniel Newkirk, Jacob Biesinger, Alvin Chon, Kyoko Yokomori, Xiaohui Xie	AREM: Aligning Short Reads from ChIP-Sequencing by Expectation Maximization	283-297	10.1007/978-3-642-20036-6_26							
Julio Ng, Amihood Amir, Pavel A. Pevzner	Blocked Pattern Matching Problem and Its Applications in Proteomics	298-319	10.1007/978-3-642-20036-6_27							
William Noble, Zhi-jun Duan, Mirela Andronescu, Kevin Schutz, Sean McIlwain, Yoo Jung Kim, Choli Lee, Jay Shendure, Stanley Fields, C. Anthony Blau	A Three-Dimensional Model of the Yeast Genome	320-320	10.1007/978-3-642-20036-6_28							
Andrew S. Parker, Karl E. Griswold, Chris Bailey-Kellogg	Optimization of Combinatorial Mutagenesis	321-335	10.1007/978-3-642-20036-6_29							
Hanchuan Peng and Fuhui Long	Seeing More Is Knowing More: V3D Enables Real-Time 3D Visualization and Quantitative Analysis of Large-Scale Biological Image Data Sets	336-336	10.1007/978-3-642-20036-6_30							
Yu Peng, Henry C.M. Leung, S.M. Yiu, Francis Y.L. Chin	T-IDBA: A de novo Iterative de Bruijn Graph Assembler for Transcriptome	337-338	10.1007/978-3-642-20036-6_31							
Tobias Petri, Robert Küffner, Ralf Zimmer	Experiment Specific Expression Patterns	339-354	10.1007/978-3-642-20036-6_32							
Yosef Prat, Menachem Fromer, Michal Linial, Nathan Linial	Geometric Interpretation of Gene Expression by Sparse Reconstruction of Transcript Profiles	355-357	10.1007/978-3-642-20036-6_33							
Shlomi Reuveni, Isaac Meilijson, Martin Kupiec, Eytan Ruppin, Tamir Tuller	A Ribosome Flow Model for Analyzing Translation Elongation	358-360	10.1007/978-3-642-20036-6_34							
Kyle E. Roberts, Patrick R. Cushing, Prisca Boisguerin, Dean R. Madden, Bruce R. Donald	Design of Protein-Protein Interactions with a Novel Ensemble-Based Scoring Algorithm	361-376	10.1007/978-3-642-20036-6_35							
Kerstin Scheubert, Franziska Hufsky, Florian Rasche, Sebastian Böcker	Computing Fragmentation Trees from Metabolite Multiple Mass Spectrometry Data	377-391	10.1007/978-3-642-20036-6_36							
Emre Sefer and Carl Kingsford	Metric Labeling and Semi-metric Embedding for Protein Annotation Prediction	392-407	10.1007/978-3-642-20036-6_37							
Solomon Shenker, Charles W. O'Donnell, Srinivas Devadas, Bonnie Berger, Jérôme Waldispühl	Efficient Traversal of Beta-Sheet Protein Folding Pathways Using Ensemble Models	408-423	10.1007/978-3-642-20036-6_38							
Dana Silverbush, Michael Elberfeld, Roded Sharan	Optimally Orienting Physical Networks	424-436	10.1007/978-3-642-20036-6_39							
Song Gao, Niranjan Nagarajan, Wing-Kin Sung	Opera: Reconstructing Optimal Genomic Scaffolds with High-Throughput Paired-End Sequences	437-451	10.1007/978-3-642-20036-6_40							
Jae Hoon Sul, Buhm Han, Eleazar Eskin	Increasing Power of Groupwise Association Test with Likelihood Ratio Test	452-467	10.1007/978-3-642-20036-6_41							
Ryan Tarpine, Fumei Lam, Sorin Istrail	Conservative Extensions of Linkage Disequilibrium Measures from Pairwise to Multi-loci and Algorithms for Optimal Tagging SNP Selection	468-482	10.1007/978-3-642-20036-6_42							
Chittaranjan Tripathy, Jianyang Zeng, Pei Zhou, Bruce Randall Donald	Protein Loop Closure Using Orientational Restraints from NMR Data	483-498	10.1007/978-3-642-20036-6_43							
Fabio Vandin, Eli Upfal, Benjamin J. Raphael	De Novo Discovery of Mutated Driver Pathways in Cancer	499-500	10.1007/978-3-642-20036-6_44							
Jérôme Waldispühl and Yann Ponty	An Unbiased Adaptive Sampling Algorithm for the Exploration of RNA Mutational Landscapes under Evolutionary Pressure	501-515	10.1007/978-3-642-20036-6_45							
Fabian L. Wauthier, Michael I. Jordan, Nebojsa Jojic	Nonparametric Combinatorial Sequence Models	516-530	10.1007/978-3-642-20036-6_46							
Yun Yu, Tandy Warnow, Luay Nakhleh	Algorithms for MDC-Based Multi-locus Phylogeny Inference	531-545	10.1007/978-3-642-20036-6_47							
Shay Zakov, Yoav Goldberg, Michael Elhadad, Michal Ziv-Ukelson	Rich Parameterization Improves RNA Structure Prediction	546-562	10.1007/978-3-642-20036-6_48							
Jianyang Zeng, Kyle E. Roberts, Pei Zhou, Bruce R. Donald	A Bayesian Approach for Determining Protein Side-Chain Rotamer Conformations Using Unassigned NOE Data	563-578	10.1007/978-3-642-20036-6_49							
