Sauro Menchetti, Andrea Passerini, Paolo Frasconi, Claudia Andreini, Antonio Rosato	Improving Prediction of Zinc Binding Sites by Modeling the Linkage Between Residues Close in Sequence	309-320	10.1007/11732990_26							
Teresa M. Przytycka	An Important Connection Between Network Motifs and Parsimony Models	321-335	10.1007/11732990_27							
Stefanie Scheid, Rainer Spang	Permutation Filtering: A Novel Concept for Significance Analysis of Large-Scale Genomic Data	338-347	10.1007/11732990_29							
Kai Wang, Ilya Nemenman, Nilanjana Banerjee, Adam A. Margolin, Andrea Califano	Genome-Wide Discovery of Modulators of Transcriptional Interactions in Human B Lymphocytes	348-362	10.1007/11732990_30							
Nuno Bandeira, Dekel Tsur, Ari Frank, Pavel Pevzner	A New Approach to Protein Identification	363-378	10.1007/11732990_31							
Chakra Chennubhotla, Ivet Bahar	Markov Methods for Hierarchical Coarse-Graining of Large Protein Dynamics	379-393	10.1007/11732990_32							
Shawna Thomas, Xinyu Tang, Lydia Tapia, Nancy M. Amato	Simulating Protein Motions with Rigidity Analysis	394-409	10.1007/11732990_33							
Tsung-Han Chiang, Mehmet Serkan Apaydin, Douglas L. Brutlag, David Hsu, Jean-Claude Latombe	Predicting Experimental Quantities in Protein Folding Kinetics Using Stochastic Roadmap Simulation	410-424	10.1007/11732990_34							
Philipp W. Messer, Ralf Bundschuh, Martin Vingron, Peter F. Arndt	Alignment Statistics for Long-Range Correlated Genomic Sequences	426-440	10.1007/11732990_36							
John Kececioglu, Eagu Kim	Simple and Fast Inverse Alignment	441-455	10.1007/11732990_37							
Samuel A. Andersson, Jens Lagergren	Motif Yggdrasil: Sampling from a Tree Mixture Model	458-472	10.1007/11732990_39							
Ydo Wexler, Chaya Zilberstein, Michal Ziv-Ukelson	A Study of Accessible Motifs and RNA Folding Complexity	473-487	10.1007/11732990_40							
Jinbo Xu, Feng Jiao, Bonnie Berger	A Parameterized Algorithm for Protein Structure Alignment	488-499	10.1007/11732990_41							
Brian Y. Chen, Viacheslav Y. Fofanov, Drew H. Bryant, Bradley D. Dodson, David M. Kristensen, Andreas M. Lisewski, Marek Kimmel, Olivier Lichtarge, Lydia E. Kavraki	Geometric Sieving: Automated Distributed Optimization of 3D Motifs for Protein Function Prediction	500-515	10.1007/11732990_42							
Wei Xie, Nikolaos V. Sahinidis	A Branch-and-Reduce Algorithm for the Contact Map Overlap Problem	516-529	10.1007/11732990_43							
Ivelin Georgiev, Ryan H. Lilien, Bruce R. Donald	A Novel Minimized Dead-End Elimination Criterion and Its Application to Protein Redesign in a Hybrid Scoring and Search Algorithm for Computing Partition Functions over Molecular Ensembles	530-545	10.1007/11732990_44							
Martin Bader, Enno Ohlebusch	Sorting by Weighted Reversals, Transpositions, and Inverted Transpositions 	563-577	10.1007/11732990_46							
Zheng Fu, Xin Chen, Vladimir Vacic, Peng Nan, Yang Zhong, Tao Jiang	A Parsimony Approach to Genome-Wide Ortholog Assignment	578-594	10.1007/11732990_47							
Jeremy Darot, Chen-Hsiang Yeang, David Haussler	Detecting the Dependent Evolution of Biosequences	595-610	10.1007/11732990_48							
										
										
										
										
										
Keynotes										
Anne-Claude Gavin	Global Interaction Networks Probed by Mass Spectrometry (Keynote)	83-83	10.1007/11732990_7							
David Sankoff	Statistical Evaluation of Genome Rearrangement (Keynote)	84-84	10.1007/11732990_8							
Michael S. Waterman	Stan Ulam and Computational Biology (Keynote)	159-159	10.1007/11732990_14							
Ajay K. Royyuru, Gabriela Alexe, Daniel Platt, Ravi Vijaya-Satya, Laxmi Parida, Saharon Rosset, Gyan Bhanot	Inferring Common Origins from mtDNA (Keynote)	246-247	10.1007/11732990_21							
David Haussler	Ultraconserved Elements, Living Fossil Transposons, and Rapid Bursts of Change: Reconstructing the Uneven Evolutionary History of the Human Genome (Keynote) 	336-337	10.1007/11732990_28							
Carl Zimmer	An Outsider's View of the Genome (Keynote)	425-425	10.1007/11732990_35							
Sarah J. Aerni, Eleazar Eskin	10 Years of the International Conference on Research in Computational Molecular Biology (RECOMB) (Keynote)	546-562	10.1007/11732990_45							
Roman A. Zubarev	Revealing the Proteome Complexity by Mass Spectrometry (Keynote)	456-457	10.1007/11732990_38							
