Raheleh Salari, Chava Kimchi-Sarfaty, Michael M. Gottesman, Teresa M. Przytycka	Detecting SNP-Induced Structural Changes in RNA: Application to Disease Studies	241-243	10.1007/978-3-642-29627-7_25							
David Sankoff, Chunfang Zheng, Baoyong Wang	A Model for Biased Fractionation after Whole Genome Duplication	244-244	10.1007/978-3-642-29627-7_26							
Christina Schmiedl, Mathias Möhl, Steffen Heyne, Mika Amit, Gad M. Landau, Sebastian Will, Rolf Backofen	Exact Pattern Matching for RNA Structure Ensembles	245-260	10.1007/978-3-642-29627-7_27							
Roded Sharan and Richard M. Karp	Reconstructing Boolean Models of Signaling	261-271	10.1007/978-3-642-29627-7_28							
Kai Song, Jie Ren, Zhiyuan Zhai, Xuemei Liu, Minghua Deng, Fengzhu Sun	Alignment-Free Sequence Comparison Based on Next Generation Sequencing Reads: Extended Abstract	272-285	10.1007/978-3-642-29627-7_29							
Rory Stark	Differential Oestrogen Receptor Binding is Associated with Clinical Outcome in Breast Cancer	286-286	10.1007/978-3-642-29627-7_30							
Nurcan Tuncbag, Alfredo Braunstein, Andrea Pagnani, Shao-Shan Carol Huang, Jennifer Chayes, Christian Borgs, Riccardo Zecchina, Ernest Fraenkel	Simultaneous Reconstruction of Multiple Signaling Pathways via the Prize-Collecting Steiner Forest Problem	287-301	10.1007/978-3-642-29627-7_31							
Hua Wang, Heng Huang, Chris Ding	Function-Function Correlated Multi-Label Protein Function Prediction over Interaction Networks	302-313	10.1007/978-3-642-29627-7_32							
Hua Wang, Heng Huang, Chris Ding, Feiping Nie	Predicting Protein-Protein Interactions from Multimodal Biological Data Sources via Nonnegative Matrix Tri-Factorization	314-325	10.1007/978-3-642-29627-7_33							
Zhanyong Wang, Farhad Hormozdiari, Wen-Yun Yang, Eran Halperin, Eleazar Eskin	CNVeM: Copy Number Variation Detection Using Uncertainty of Read Mapping	326-340	10.1007/978-3-642-29627-7_34							
Sebastian Will, Michael Yu, Bonnie Berger	Structure-Based Whole Genome Realignment Reveals Many Novel Non-coding RNAs	341-341	10.1007/978-3-642-29627-7_35							
Osvaldo Zagordi, Armin Töpfer, Sandhya Prabhakaran, Volker Roth, Eran Halperin, Niko Beerenwinkel	Probabilistic Inference of Viral Quasispecies Subject to Recombination	342-354	10.1007/978-3-642-29627-7_36							
ZhiZhuo Zhang, Cheng Wei Chang, Willy Hugo, Edwin Cheung, Wing-Kin Sung	Simultaneously Learning DNA Motif along with Its Position and Sequence Rank Preferences through EM Algorithm	355-370	10.1007/978-3-642-29627-7_37							
