Authors	RECOMB 2013 Paper Title (Original)	LNCS 7821 Pages	LNCS 7821 DOI	Preprint	Journal Name	Title in Journal Version	Journal Authors	Journal Volume, Issue, and Pages	Journal Publication Year	Journal Version DOI
Michael Stevens, Jeffrey B. Cheng, Mingchao Xie, Joseph F. Costello, Ting Wang	MethylCRF, an Algorithm for Estimating Absolute Methylation Levels at Single CpG Resolution from Methylation Enrichment and Restriction Enzyme Sequencing Methods	266-268	10.1007/978-3-642-37195-0_23							
Ngoc Hieu Tran, Kwok Pui Choi, Louxin Zhang	Counting Motifs in the Entire Biological Network from Noisy and Incomplete Data	269-270	10.1007/978-3-642-37195-0_24							
Chittaranjan Tripathy, Anthony K. Yan, Pei Zhou, Bruce Randall Donald	Extracting Structural Information from Residual Chemical Shift Anisotropy: Analytic Solutions for Peptide Plane Orientations and Applications to Determine Protein Structure	271-284	10.1007/978-3-642-37195-0_25							
Fabio Vandin, Alexandra Papoutsaki, Benjamin J. Raphael, Eli Upfal	Genome-Wide Survival Analysis of Somatic Mutations in Cancer	285-286	10.1007/978-3-642-37195-0_26							
Mingxun Wang and Nuno Bandeira	Spectral Library Generating Function for Assessing Spectrum-Spectrum Match Significance	287-288	10.1007/978-3-642-37195-0_27							
Sebastian Will, Christina Schmiedl, Milad Miladi, Mathias Möhl, Rolf Backofen	SPARSE: Quadratic Time Simultaneous Alignment and Folding of RNAs without Sequence-Based Heuristics	289-290	10.1007/978-3-642-37195-0_28							
Yufeng Wu	An Algorithm for Constructing Parsimonious Hybridization Networks with Multiple Phylogenetic Trees	291-303	10.1007/978-3-642-37195-0_29							
Dong Xu, Hua Li, Yang Zhang	Fast and Accurate Calculation of Protein Depth by Euclidean Distance Transform	304-316	10.1007/978-3-642-37195-0_30							
ZhiZhuo Zhang, Guoliang Li, Kim-Chuan Toh, Wing-Kin Sung	Inference of Spatial Organizations of Chromosomes Using Semi-definite Embedding Approach and Hi-C Data	317-332	10.1007/978-3-642-37195-0_31							
Lei Deng, Jihong Guan, Xiaoming Wei, Yuan Yi, Shuigeng Zhou	Boosting Prediction Performance of Protein-Protein Interaction Hot Spots by Using Structural Neighborhood Properties	333-344	10.1007/978-3-642-37195-0_32							
